name,group,country,language,tvg_id,kind,source,url
"FailArmy","US - Entertainment","US","","FailArmy.us","hls","","https://failarmy-international-mx.samsung.wurl.tv/playlist.m3u8"
"FailArmy","US - Entertainment","US","","FailArmy.us","hls","","https://failarmy-international-nl.samsung.wurl.tv/playlist.m3u8"
"FailArmy","US - Entertainment","US","","FailArmy.us","hls","","https://jmp2.uk/plu-61781077929e930007c194ee.m3u8"
"FailArmy","US - Entertainment","US","","FailArmy.us","hls","","https://failarmy-international-no.samsung.wurl.tv/playlist.m3u8"
"FailArmy","US - Entertainment","US","","FailArmy.us","hls","","https://jmp2.uk/plu-6178037c35922000072a2ff5.m3u8"
"FailArmy","US - Entertainment","US","","FailArmy.us","hls","","https://failarmy-international-se.samsung.wurl.tv/playlist.m3u8"
"FailArmy","US - Entertainment","US","","FailArmy.us","hls","","https://jmp2.uk/plu-554158e864526b29254ff105.m3u8"
"FailArmy","US - Entertainment","US","","FailArmy.us","hls","","https://pb-w5ixcojas1swl.akamaized.net/playlist.m3u8"
"FailArmy (720p)","US - Entertainment","US","","FailArmy.us@UK","hls","","https://failarmy-international-gb.samsung.wurl.tv/playlist.m3u8"
"Failarmy International (720p)","US - Entertainment","US","","FailArmy.us@US","hls","","https://failarmy-international-au.samsung.wurl.tv/playlist.m3u8"
"Family Ties","US - Entertainment","US","","FamilyTies.us@SD","hls","","https://jmp2.uk/plu-5f77939a630f530007dde654.m3u8"
"Farscape","US - Entertainment","US","","Farscape.us@SD","hls","","https://jmp2.uk/plu-699c1b4c9c3b075ecd513139.m3u8"
"Farscape","US - Entertainment","US","","Farscape.us","hls","","https://jmp2.uk/plu-699c1bd39a3f3bb4887e045e.m3u8"
"Farscape","US - Entertainment","US","","Farscape.us","hls","","https://jmp2.uk/plu-699c1c633d27d6da460bbcae.m3u8"
"Farscape","US - Entertainment","US","","Farscape.us","hls","","https://jmp2.uk/plu-680bb31c56ff83bcd685d64e.m3u8"
"Fashion Finds (720p)","US - Entertainment","US","","FashionFinds.us@SD","hls","","https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc5us/master.m3u8"
"FC Public Media (Fort Collins CO) (1080p)","US - Entertainment","US","","FCPublicMedia.us@SD","hls","","https://reflect-fcpublicmedia.cablecast.tv/live-5/live/stream-1/live.m3u8"
"Fear Factor","US - Entertainment","US","","FearFactor.us","hls","","https://amg00627-banijaygroup-fearfactor-samsungnz-zhrro.amagi.tv/playlist/amg00627-banijaygroup-fearfactor-samsungnz/playlist.m3u8"
"Fear Factor","US - Entertainment","US","","FearFactor.us","hls","","https://d2y1l0qikd751h.cloudfront.net/Fear_Factor.m3u8"
"Fear Factor","US - Entertainment","US","","FearFactor.us","hls","","https://aegis-cloudfront-1.tubi.video/2a9fb8e7-51c2-40d0-9cc0-6eb963199568/playlist.m3u8"
"Fear Factor (1080p)","US - Entertainment","US","","FearFactor.us@US","hls","","https://amg00627-banijaygroup-fearfactor-samsungau-9vdod.amagi.tv/playlist/amg00627-banijaygroup-fearfactor-samsungau/playlist.m3u8"
"Feel Good Drama","US - Entertainment","US","","FeelGoodDrama.us@SD","hls","","https://jmp2.uk/plu-65775af3b3801200084a3aa4.m3u8"
"FGTV","US - Entertainment","US","","FGTV.us@SD","hls","","https://securestream11.champds.com/LIVE/FultonCoGALIVE/FultonCoGALIVE.m3u8"
"FilAmTV Network (1080p)","US - Entertainment","US","","FilAmTVNetwork.us@HD","hls","","https://cdn.vegasplus.us/vegas/ftv/playlist.m3u8"
"FilmRise Classic TV (720p)","US - Entertainment","US","","FilmRiseClassicTV.us@SD","hls","","https://d2tv4k5moji5m7.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-lu4pzh9l4b57p/master.m3u8"
"Flowers TV USA","US - Entertainment","US","","FlowersTVUSA.us@SD","hls","","https://yuppmedtaorire.akamaized.net/v1/master/a0d007312bfd99c47f76b77ae26b1ccdaae76cb1/flowers_nim_https/050522/flowers/playlist.m3u8"
"FNX (1080p)","US - Entertainment","US","","FNX.us@SD","hls","","https://fnx.lls.pbs.org/index.m3u8"
"FNX [Geo-blocked]","US - Entertainment","US","","KVCRDT242.us@SD","hls","","https://castus-vod-dev.s3.amazonaws.com/vod_clients/kvcr/live/ch1/video.m3u8"
"Fort Collins Cable TV (FCTV) (Fort Collins CO) (1080p)","US - Entertainment","US","","FCTV.us@SD","hls","","https://reflect-vod-fcgov.cablecast.tv/live-9/live/stream-1/live.m3u8"
"Fort Pierce Live Stream (Fort Pierce FL) (720p)","US - Entertainment","US","","CityofFortPierce.us@SD","hls","","https://edge-f.swagit.com/live/fortpiercefl/live-1-a/playlist.m3u8"
"Fox","US - Entertainment","US","","Fox.us","hls","","http://stream.cammonitorplus.net/1752/index.m3u8"
"FOX 11 Green Bay WI (WLUK) (1080p)","US - Entertainment","US","","WLUKTV141.us@HD","hls","","https://linear-702.frequency.stream/dist/stirr/702/hls/master/playlist.m3u8"
"FOX 13 Seattle WA (KCPQ) (720p)","US - Entertainment","US","","KCPQ131.us@HD","hls","","https://aegis-cloudfront-1.tubi.video/cc394198-7bde-43e8-b186-875bc0eb3037/index.m3u8"
"FOX 2 San Francisco CA (KTVU) (720p)","US - Entertainment","US","","KTVU41.us@HD","hls","","https://aegis-cloudfront-1.tubi.video/8d9284ec-c451-4e51-a1d4-d16e5c8972af/index.m3u8"
"Fox 25 Boston (WFXT-TV) (1080p) [Geo-blocked]","US - Entertainment","US","","WFXT251.us@HD","hls","","https://pubads.g.doubleclick.net/ssai/event/1kItNgwtQUe54NjjBiiTGg/master.m3u8"
"FOX 25 Oklahoma City OK (KOKH) (1080p)","US - Entertainment","US","","KOKHTV251.us@HD","hls","","https://linear-705.frequency.stream/dist/stirr/705/hls/master/playlist.m3u8"
"FOX 26 Visalia CA (KMPH) (1080p)","US - Entertainment","US","","KMPHTV261.us@HD","hls","","https://linear-711.frequency.stream/dist/stirr/711/hls/master/playlist.m3u8"
"FOX 45 Baltimore MD (WBFF) (1080p)","US - Entertainment","US","","WBFF451.us@HD","hls","","https://linear-688.frequency.stream/dist/stirr/688/hls/master/playlist.m3u8"
"Fox Business Network (480p)","US - Entertainment","US","","FoxBusinessNetwork.us@SD","hls","","https://247preview.foxbusiness.com/hls/live/2020026/fbnv3preview/primary.m3u8"
"Fox Soul","US - Entertainment","US","","FoxSoul.us","hls","","https://aegis-cloudfront-1.tubi.video/0c4bd880-76cc-4000-b9cb-8edabeb88daa/index.m3u8"
"Fox Soul (1080p)","US - Entertainment","US","","FoxSoul.us@SD","hls","","https://foxsoul-vizio.amagi.tv/playlist.m3u8"
"Fox West (720p)","US - Entertainment","US","","Fox.us@West","hls","","http://stream.cammonitorplus.net/1799/index.m3u8"
"Frasier","US - Entertainment","US","","Frasier.us@CA","hls","","https://jmp2.uk/plu-62f4f90e39183b000769f12b.m3u8"
"Fresno CMAC 1 Public Channel (720p)","US - Entertainment","US","","CMAC1.us@SD","hls","","https://reflect-vod-cmac.cablecast.tv/live-11/live/stream-1/live.m3u8"
"Fresno CMAC 2 Education Channel (720p)","US - Entertainment","US","","CMAC2.us@SD","hls","","https://reflect-vod-cmac.cablecast.tv/live-11/live/stream-2/live.m3u8"
"Fresno CMAC 3 Government Channel (720p)","US - Entertainment","US","","CMAC3.us@SD","hls","","https://reflect-vod-cmac.cablecast.tv/live-11/live/stream-3/live.m3u8"
"Fun Roads","US - Entertainment","US","","FunRoads.us","hls","","https://a-cdn.klowdtv.com/live3/funroads_720p/playlist.m3u8"
"Fun Roads (720p)","US - Entertainment","US","","FunRoads.us@SD","hls","","https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=978"
"Funny AF","US - Entertainment","US","","FunnyAF.us@SD","hls","","https://jmp2.uk/plu-580e87ff497c73ba2f321dd3.m3u8"
"FX","US - Entertainment","US","","FX.us","hls","","http://tvsen7.aynascope.net/fx/index.m3u8"
"FX Latin America","US - Entertainment","US","","FXLatinAmerica.us","hls","","http://45.162.193.35/FX/index.m3u8"
"FX Latin America","US - Entertainment","US","","FXLatinAmerica.us","hls","","http://190.93.224.42/FX/index.m3u8"
"FX Latin America","US - Entertainment","US","","FXLatinAmerica.us","hls","","https://streamer.metronethn.com/FX/index.m3u8"
"Gainesville Community 12TV (Gainesville FL) (720p)","US - Entertainment","US","","Community12TV.us@SD","hls","","https://lin10.isilive.ca/live/gainesville/live/index.m3u8"
"Galxy TV (720p)","US - Entertainment","US","","GalxyTV.us@SD","hls","","https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=2230"
"Game Show Central","US - Entertainment","US","","GameShowCentral.us","hls","","https://jmp2.uk/plu-62e90e8cb05d2b0007f10a61.m3u8"
"Game Show Central","US - Entertainment","US","","GameShowCentral.us","hls","","https://pb-bunear28tuvaw.akamaized.net/v1/gsn_gameshowchannnel_1/samsungheadend_us/latest/main/hls/playlist.m3u8"
"Game Show Central (720p)","US - Entertainment","US","","GameShowCentral.us@SD","hls","","https://jmp2.uk/plu-5e54187aae660e00093561d6.m3u8"
"Ganj e Hozour TV (1080p)","US - Entertainment","US","","GanjeHozourTV.us@SD","hls","","https://media.parvizshahbazi.com/ganjehozour/Main_tv/playlist.m3u8"
"GBN Global Buddhist Network (1080p)","US - Entertainment","US","","GlobalBuddhistNetwork.us@SD","hls","","https://github.com/BellezaEmporium/IPTV_Exception/raw/master/channels/us/gbnus.m3u8"
"Gem Shopping Network (720p)","US - Entertainment","US","","GemShoppingNetwork.us@SD","hls","","https://amg01460-gemshoppingnetw-gem-ono-x662c.amagi.tv/playlist.m3u8"
"Ghost Dimension","US - Entertainment","US","","GhostDimension.us@UK","hls","","https://jmp2.uk/plu-619e1bb3e9af5a0007f235ad.m3u8"
"Ghost Dimension","US - Entertainment","US","","GhostDimension.us","hls","","https://jmp2.uk/plu-619e259fd8b672000729b1d7.m3u8"
"Ghost Dimension","US - Entertainment","US","","GhostDimension.us","hls","","https://jmp2.uk/plu-619e4726b9997a00072a4059.m3u8"
"Ghost Hunters","US - Entertainment","US","","GhostHunters.us","hls","","https://jmp2.uk/plu-65cf8ace332fec00081e7ea2.m3u8"
"Ghost Hunters","US - Entertainment","US","","GhostHunters.us","hls","","https://amg00353-amg00353c30-samsung-nz-3439.playouts.now.amagi.tv/playlist.m3u8"
"Ghost Hunters","US - Entertainment","US","","GhostHunters.us","hls","","https://jmp2.uk/plu-5f27bbe4779de70007a6d1c1.m3u8"
"Ghost Hunters","US - Entertainment","US","","GhostHunters.us","hls","","https://jmp2.uk/plu-64e561a4354251000823a0e0.m3u8"
"Ghost Hunters (1080p)","US - Entertainment","US","","GhostHunters.us@UK","hls","","https://amg00353-amg00353c30-samsung-au-3440.playouts.now.amagi.tv/playlist.m3u8"
"Gillette Public Access Television Channel 189","US - Entertainment","US","","GillettePublicAccessTelevisionChannel189.us@SD","hls","","https://securestream11.champds.com/LIVE/GilletteWYLIVE3/GilletteWYLIVE3.m3u8"
"Gillette Public Access Television Channel 190","US - Entertainment","US","","GillettePublicAccessTelevisionChannel190.us@SD","hls","","https://securestream11.champds.com/LIVE/GilletteWYLIVE/GilletteWYLIVE.m3u8"
"Gillette Public Access Television Channel 192","US - Entertainment","US","","GillettePublicAccessTelevisionChannel192.us@SD","hls","","https://securestream11.champds.com/LIVE/GilletteWYLIVE2/GilletteWYLIVE2.m3u8"
"Gilroy CMAP TV Channel 17 (720p)","US - Entertainment","US","","CMAPChannel17.us@SD","hls","","https://livestream.telvue.com/cmap1/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8"
"Gilroy CMAP TV Channel 18 (720p)","US - Entertainment","US","","CMAPChannel18.us@SD","hls","","https://livestream.telvue.com/cmap3/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8"
"Gilroy CMAP TV Channel 19 (720p)","US - Entertainment","US","","CMAPChannel19.us@SD","hls","","https://livestream.telvue.com/cmap4/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8"
"Gilroy CMAP TV Channel 20 (720p)","US - Entertainment","US","","CMAPChannel20.us@SD","hls","","https://livestream.telvue.com/cmap5/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8"
"Glendale 11 AZ (360p)","US - Entertainment","US","","Glendale11AZ.us@SD","hls","","https://edge-f.swagit.com/live/glendaleaz/live-1-a-1/playlist.m3u8"
"Global Christian Network America (GCN) (720p)","US - Entertainment","US","","GCNAmerica.us@SD","hls","","http://liveen24-manminglobal3.ktcdn.co.kr/liveen24/gcnus_1300k.stream/playlist.m3u8"
"Global Fashion Channel (1080p)","US - Entertainment","US","","GlobalFashionChannel.us@SD","hls","","https://pubgfc.teleosmedia.com/linear/globalfashionchannel/globalfashionchannel/playlist.m3u8"
"Go USA TV (720p)","US - Entertainment","US","","GoUSATV.us@SD","hls","","https://brandusa-gousa-1-be.samsung.wurl.tv/playlist.m3u8"
"God's Learning Channel (480p)","US - Entertainment","US","","KPCBDT171.us@SD","hls","","https://2-fss-1.streamhoster.com/pl_122/200562-1176456-1/playlist.m3u8"
"Gordon Ramsay (720p)","US - Entertainment","US","","GordonRamsaysHellsKitchen.us@SD","hls","","https://aegis-cloudfront-1.tubi.video/c8364f36-c60b-4a39-8d86-0b92db4611c0/index.m3u8"
"Gordon Ramsay's Hell's Kitchen","US - Entertainment","US","","GordonRamsaysHellsKitchen.us","hls","","https://jmp2.uk/plu-62ea45010d0611000839868c.m3u8"
"Gordon Ramsay's Hell's Kitchen","US - Entertainment","US","","GordonRamsaysHellsKitchen.us","hls","","https://jmp2.uk/plu-5b4e99f4423e067bd6df6903.m3u8"
"Gospel Broadcasting Network (GBN) (1080p)","US - Entertainment","US","","GBNTV.us@SD","hls","","https://cdn3.wowza.com/5/Ny9jK1A1Q3h4N1VZ/live/myStream/playlist.m3u8"
"Gospel Truth TV (1080p)","US - Entertainment","US","","GospelTruthTV.us@SD","hls","","https://na.linear.zype.com/bf94f9f4-383c-40e0-9d49-279a4f33ab8d/f29b8836-d990-4c8d-b421-192a8f43edc4-zype/manifest.m3u8"
"GoTraveler (720p) [Geo-blocked]","US - Entertainment","US","","GoTraveler.us@SD","hls","","https://amg09501-amg09501c1-klowdtv-us-2398.playouts.now.amagi.tv/playlist/amg09501-quester-gotraveler-klowdtvus/playlist.m3u8"
"GoUSA TV","US - Entertainment","US","","GoUSATV.us","hls","","https://brandusa-gousa-1-in.samsung.wurl.tv/playlist.m3u8"
"Great Entertainment Television (720p)","US - Entertainment","US","","GreatEntertainmentTelevision.us@SD","hls","","https://a-cdn.klowdtv.com/live2/greattv_720p/playlist.m3u8"
"Greensboro TV (Greensboro NC) (720p)","US - Entertainment","US","","GreensboroTV.us@SD","hls","","https://lin12.isilive.ca/live/greensboro/GTN/index.m3u8"
"Grit Xtra","US - Entertainment","US","","GritXtra.us","hls","","https://pb-7k9tqpp5wqdnj.akamaized.net/Grit_Xtra_US.m3u8"
"Grit Xtra","US - Entertainment","US","","GritXtra.us","hls","","https://aegis-cloudfront-1.tubi.video/3bda1ff3-ae32-45ab-ad49-f5e206511a70/playlist.m3u8"
"Grit Xtra (1080p)","US - Entertainment","US","","GritXtra.us@SD","hls","","https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-gritxtra-tablo/playlist.m3u8"
"Guangdong TV America","US - Entertainment","US","","GuangdongTVAmerica.us@SD","hls","","https://h5cul1yar48um3t.wcetv.com/hls/gdtv.m3u8"
"GunAz TV","US - Entertainment","US","","GunAzTV.us@SD","hls","","https://tv.gunaz.tv/hls/live.m3u8"
"Gunsmoke","US - Entertainment","US","","Gunsmoke.us@SD","hls","","https://jmp2.uk/plu-60f75771dfc72a00071fd0e0.m3u8"
"Happy Days","US - Entertainment","US","","HappyDays.us@CA","hls","","https://jmp2.uk/plu-62e917b5e354cf0007b97a67.m3u8"
"Happy Days","US - Entertainment","US","","HappyDays.us@SD","hls","","https://jmp2.uk/plu-5f7794162a4559000781fc12.m3u8"
"HCTV Educational Access Channel","US - Entertainment","US","","HCTVEducationalAccessChannel.us@SD","hls","","https://reflect-hudsonctv.cablecast.tv/live-26/live/stream-1/live.m3u8"
"HCTV Government Channel","US - Entertainment","US","","HCTVGovernmentChannel.us@SD","hls","","https://reflect-hudsonctv.cablecast.tv/live-26/live/stream-2/live.m3u8"
"HCTV Public Access Channel","US - Entertainment","US","","HCTVPublicAccessChannel.us@SD","hls","","https://reflect-hudsonctv.cablecast.tv/live-26/live/stream-5/live.m3u8"
"Heartland","US - Entertainment","US","","Heartland.us@Web","hls","","https://jmp2.uk/plu-61f07513227feb00073ee6bc.m3u8"
"Heartland","US - Entertainment","US","","Heartland.us","hls","","https://freecast-lukentvlive.vgcdn.net/out/v1/ef4c45af299c46aaabc3f8713f92f163/index.m3u8"
"Heartland","US - Entertainment","US","","Heartland.us","hls","","https://lukentvlive.vgcdn.net/v1/master/cef183924f24adfa3d5d7601c3a17769082c0c2b/heartland/index.m3u8"
"Heartland (720p)","US - Entertainment","US","","Heartland.us@Eastern","hls","","https://2-fss-2.streamhoster.com/pl_120/201950-2724904-1/playlist.m3u8"
"Hélène et les garçons","US - Entertainment","US","","Heleneetlesgarcons.us@France","hls","","https://jmp2.uk/plu-604f8de01b479400078fb1e7.m3u8"
"Hell's Kitchen","US - Entertainment","US","","HellsKitchen.us","hls","","https://jmp2.uk/plu-644257fe7cb4b100081ed874.m3u8"
"Hell's Kitchen","US - Entertainment","US","","HellsKitchen.us","hls","","https://jmp2.uk/plu-61c194ff6f23a7000780073a.m3u8"
"Hell's Kitchen","US - Entertainment","US","","HellsKitchen.us","hls","","https://jmp2.uk/plu-664f0ddbf78a8500092dcffa.m3u8"
"Hell's Kitchen","US - Entertainment","US","","HellsKitchen.us","hls","","https://jmp2.uk/plu-62022f7b9fcc3800076f8c26.m3u8"
"Hell's Kitchen","US - Entertainment","US","","HellsKitchen.us","hls","","https://jmp2.uk/plu-61c1871dac860c0007684974.m3u8"
"Hell's Kitchen","US - Entertainment","US","","HellsKitchen.us","hls","","https://jmp2.uk/plu-5e6f38792075160007d85823.m3u8"
"Hell's Kitchen","US - Entertainment","US","","HellsKitchen.us","hls","","https://itv-hellskitchen-rakuten.amagi.tv/playlist.m3u8"
"Hell's Kitchen","US - Entertainment","US","","HellsKitchen.us","hls","","https://pb-lf7eocnc8ua2e.akamaized.net/Hells_Kitchen_SONO10.m3u8"
"Hell's Kitchen (1080p)","US - Entertainment","US","","HellsKitchen.us@UK","hls","","https://amg00654-itv-amg00654c1-samsung-au-1072.playouts.now.amagi.tv/itv-hellskitchen-samsung/playlist.m3u8"
"Hi-YAH!","US - Entertainment","US","","HiYAH.us","hls","","https://linear-59.frequency.stream/dist/xumo/59/hls/master/playlist.m3u8"
"Hi-YAH! (1080p)","US - Entertainment","US","","HiYAH.us@SD","hls","","https://linear-59.frequency.stream/dist/plex/59/hls/master/playlist.m3u8"
"Highway to Heaven","US - Entertainment","US","","HighwaytoHeaven.us@UK","hls","","https://jmp2.uk/plu-68bff9a63efb41cd97562e46.m3u8"
"Highway to Heaven","US - Entertainment","US","","HighwaytoHeaven.us","hls","","https://jmp2.uk/plu-68c014ee337652ee75dab43b.m3u8"
"Highway to Heaven","US - Entertainment","US","","HighwaytoHeaven.us","hls","","https://jmp2.uk/plu-68c015dc6523408b14f54dee.m3u8"
"Highway to Heaven","US - Entertainment","US","","HighwaytoHeaven.us","hls","","https://jmp2.uk/plu-6081738748d3200007afb24b.m3u8"
"Hillsborough County TV HTV (Hillsborough County FL) (360p)","US - Entertainment","US","","HillsboroughTV.us@SD","hls","","https://cdn3.wowza.com/5/M0lyamVmM2JWcjhQ/hillsboroughcounty/G2155_002/playlist.m3u8"
"His Glory TV (1080p)","US - Entertainment","US","","HisGloryTV.us@SD","hls","","https://customer-6itfaqopbksp5p0q.cloudflarestream.com/3972e89fb79bf6d6dd2a16c75455087a/manifest/video.m3u8"
"Historias de Ultratumba","US - Entertainment","US","","PlutoTVHistoriasdeUltratumba.us@LatAm","hls","","https://jmp2.uk/plu-5f4d3696d938c900072679fd.m3u8"
"Hmong TV Network (720p)","US - Entertainment","US","","HmongTVNetwork.us@SD","hls","","https://livefta.malimarcdn.com/ftaedge00/cvabroadcasting.stream/playlist.m3u8"
"Hogan's Heroes","US - Entertainment","US","","HogansHeroes.us@SD","hls","","https://jmp2.uk/plu-68939e206727ec919bb39061.m3u8"
"HollyWire","US - Entertainment","US","","HollyWire.us","hls","","https://di1slo8304ver.cloudfront.net/playlist.m3u8"
"Home.Made.Nation","US - Entertainment","US","","HomeMadeNation.us","hls","","https://d1kgo9l74vimu0.cloudfront.net/v1/aenetworks_ae_1/samsungheadend_us/latest/main/hls/playlist.m3u8"
"Home.Made.Nation (720p)","US - Entertainment","US","","HomeMadeNation.us@SD","hls","","https://jmp2.uk/plu-5dc1cb279c91420009db261d.m3u8"
"Homes Under Hammer","US - Entertainment","US","","HomesUnderHammer.us","hls","","https://all3media-homes-under-the-hammer-1-dk.samsung.wurl.tv/playlist.m3u8"
"Homes Under Hammer","US - Entertainment","US","","HomesUnderHammer.us","hls","","https://all3media-homes-under-the-hammer-1-fi.samsung.wurl.tv/playlist.m3u8"
"Homes Under Hammer","US - Entertainment","US","","HomesUnderHammer.us","hls","","https://all3media-homes-under-the-hammer-1-nl.samsung.wurl.tv/playlist.m3u8"
"Homes Under Hammer","US - Entertainment","US","","HomesUnderHammer.us","hls","","https://all3media-homes-under-the-hammer-1-no.samsung.wurl.tv/playlist.m3u8"
"Homes Under Hammer","US - Entertainment","US","","HomesUnderHammer.us","hls","","https://all3media-homes-under-the-hammer-1-nz.samsung.wurl.tv/playlist.m3u8"
"Homes Under Hammer","US - Entertainment","US","","HomesUnderHammer.us","hls","","https://all3media-homes-under-the-hammer-1-se.samsung.wurl.tv/playlist.m3u8"
"Homes Under Hammer","US - Entertainment","US","","HomesUnderHammer.us","hls","","https://jmp2.uk/plu-5c5c2e9d8002db3c3e0b1c72.m3u8"
"Homes Under Hammer","US - Entertainment","US","","HomesUnderHammer.us","hls","","https://all3media-homes-under-the-hammer-1-gb.rakuten.wurl.tv/playlist.m3u8"
"Homes Under Hammer","US - Entertainment","US","","HomesUnderHammer.us","hls","","https://all3media-homes-under-the-hammer-1-gb.samsung.wurl.tv/playlist.m3u8"
"Homes Under The Hammer (720p)","US - Entertainment","US","","HomesUnderHammer.us@UK","hls","","https://all3media-homes-under-the-hammer-1-au.samsung.wurl.tv/playlist.m3u8"
"Homicide Hunter","US - Entertainment","US","","HomicideHunter.us@UK","hls","","https://jmp2.uk/plu-619e21b213ef6b0007d8c17a.m3u8"
"Homicide Hunter","US - Entertainment","US","","HomicideHunter.us","hls","","https://jmp2.uk/plu-619e286e093e7c0007489e6a.m3u8"
"Homicide Hunter","US - Entertainment","US","","HomicideHunter.us","hls","","https://jmp2.uk/plu-619e4a3518d6970008bebc95.m3u8"
"Homicide Hunter","US - Entertainment","US","","HomicideHunter.us","hls","","https://jmp2.uk/plu-60e452730e76f20007598de8.m3u8"
"Hope Channel Inter-America","US - Entertainment","US","","HopeChannelInterAmerica.us@SD","hls","","https://jstre.am/live/jsl:EC0Mq0i6HJU.m3u8"
"Hope Channel Inter-America English (1080p)","US - Entertainment","US","","HopeChannelInterAmericaEnglish.us@SD","hls","","https://jstre.am/live/jsl:UP9KAdlVrm8.m3u8"
"Hope Channel International (1080p)","US - Entertainment","US","","HopeChannelInternational.us@SD","hls","","https://jstre.am/live/jsl:cZXINbwrFj6.m3u8"
"Hope Channel North America (1080p)","US - Entertainment","US","","HopeChannelNorthAmerica.us@SD","hls","","https://jstre.am/live/jsl:0sUSK6VA7GT.m3u8"
"Hot Bench (720p)","US - Entertainment","US","","HotBench.us@SD","hls","","https://jmp2.uk/plu-6036e6e7ac69c400072afca2.m3u8"
"HSN","US - Entertainment","US","","HSN.us","hls","","https://a-cdn.klowdtv.com/live2/hsn_720p/playlist.m3u8"
"HSN","US - Entertainment","US","","HSN.us","hls","","https://jmp2.uk/plu-5f8a02476b72230007e62b7d.m3u8"
"HSN (720p)","US - Entertainment","US","","HSN.us@East","hls","","https://qvc-amd-live.akamaized.net/hls/live/2034113/lshsn1us/master.m3u8"
"HSN West (720p)","US - Entertainment","US","","HSN.us@West","hls","","https://qvc-amd-live.akamaized.net/hls/live/2034113/lshsn1uswest/master.m3u8"
"HSN2 (720p)","US - Entertainment","US","","HSN2.us@SD","hls","","https://qvc-amd-live.akamaized.net/hls/live/2034113/lshsn2us/master.m3u8"
"HTV 1 Houston Television (720p)","US - Entertainment","US","","HTV1HoustonTelevision.us@SD","hls","","https://stream.swagit.com/live-edge/houstontx/smil:hd-16x9-2-a/playlist.m3u8"
"HTV 2 Houston Television (720p)","US - Entertainment","US","","HTV2HoustonTelevision.us@SD","hls","","https://stream.swagit.com/live-edge/houstontx/smil:hd-16x9-2-b/playlist.m3u8"
"Humor Mill","US - Entertainment","US","","HumorMill.us","hls","","https://damkf751d85s1.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/HumorMill-PLEX/152.m3u8"
"Humor Mill","US - Entertainment","US","","HumorMill.us","hls","","https://du1gyxfing4ke.cloudfront.net/scheduler/scheduleMaster/152.m3u8"
"Hungry (720p)","US - Entertainment","US","","Hungry.us@SD","hls","","https://dos35knl8v49a.cloudfront.net/v1/food/samsungheadend_us/latest/main/hls/playlist.m3u8"
"Huntington Beach TV Channel 3 (720p)","US - Entertainment","US","","HBTV.us@SD","hls","","https://reflect-huntingtonbeach.cablecast.tv/live-4/live/stream-1/live.m3u8"
"I Love Lucy","US - Entertainment","US","","ILoveLucy.us@CA","hls","","https://jmp2.uk/plu-63a2f1dda0d69700078b7cba.m3u8"
"I Love Lucy","US - Entertainment","US","","ILoveLucy.us@SD","hls","","https://jmp2.uk/plu-634f3011f4fff20007431641.m3u8"
"iCarly TV","US - Entertainment","US","","iCarly.us@SD","hls","","https://jmp2.uk/plu-6450209d939a5900084dba1d.m3u8"
"Ice Pilots","US - Entertainment","US","","IcePilots.us@Germany","hls","","https://jmp2.uk/plu-5ce40f42ba7f7f5ea9518fe1.m3u8"
"Ice Pilots","US - Entertainment","US","","IcePilots.us","hls","","https://jmp2.uk/plu-62cd97fb9f8154000727516c.m3u8"
"Ice Pilots","US - Entertainment","US","","IcePilots.us","hls","","https://jmp2.uk/plu-61b9edc4a4ca6100070bb407.m3u8"
"Ice Pilots","US - Entertainment","US","","IcePilots.us","hls","","https://jmp2.uk/plu-62154548a2be360007cb02f0.m3u8"
"Ice Pilots","US - Entertainment","US","","IcePilots.us","hls","","https://jmp2.uk/plu-62cd9fee6187a70007784cdd.m3u8"
"Ice Pilots","US - Entertainment","US","","IcePilots.us","hls","","https://jmp2.uk/plu-62cdaef300a4b3000739b1bf.m3u8"
"Il Banco dei Pugni","US - Entertainment","US","","IlBancodeiPugni.us@Italy","hls","","https://jmp2.uk/plu-60e4507a06171800072339a3.m3u8"
"Impact Network (720p)","US - Entertainment","US","","ImpactNetwork.us@SD","hls","","https://edge1.lifestreamcdn.com/live/impactroku1/index.m3u8"
"Impossible Quiz Show (1080p)","US - Entertainment","US","","ImpossibleQuizShow.us@SD","hls","","https://bbc-impossible-1-us.roku.wurl.tv/playlist.m3u8"
"In the kitchen (720p)","US - Entertainment","US","","IntheKitchen.us@SD","hls","","https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc4us/master.m3u8"
"In Touch+ (1080p) [Geo-blocked]","US - Entertainment","US","","InTouchPlus.us","hls","","https://amg01540-amg01540c1-amgplt0095.playout.now3.amagi.tv/playlist.m3u8"
