# name	group	country	url
Euronews French (720p)	News	FR	https://2f6c5bf4.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmxheHhUVi1ldV9FdXJvbmV3c0ZyYW5jYWlzX0hMUw/playlist.m3u8
Euronews German	News	FR	https://575b7833.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmxheHhUVi1ldV9FdXJvbmV3c0RldXRzY2hfSExT/playlist.m3u8
Euronews German	News	FR	https://cdn-euronews.akamaized.net/live/eds/euronews-de/25027/index.m3u8
Euronews Greek (720p)	News	FR	https://cdn-euronews.akamaized.net/live/eds/euronews-el/25068/index.m3u8
Euronews Hungarian	News	FR	https://budapest-cache-1.antik.sk/live/test_euronews_hu_1200_atk/playlist.m3u8
Euronews Hungarian (720p)	News	FR	https://cdn-euronews.akamaized.net/live/eds/euronews-hu/25075/index.m3u8
Euronews Italian	News	FR	https://cdn-euronews.akamaized.net/live/eds/euronews-it/25085/index.m3u8
Euronews Italian	News	FR	https://jmp2.uk/plu-61b86ea479a4390007c6d5fc.m3u8
Euronews Italian (720p)	News	FR	https://acb6ca89.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmxheHhUVi1ldV9FdXJvbmV3c0l0YWxpYW5vX0hMUw/playlist.m3u8
Euronews Portuguese	News	FR	https://6e52fb8b.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmxheHhUVi1ldV9FdXJvbmV3c1BvcnR1Z3Vlc19ITFM/playlist.m3u8
Euronews Portuguese	News	FR	https://cdn-euronews.akamaized.net/live/eds/euronews-pt/25040/index.m3u8
Euronews Portuguese (720p)	News	FR	https://jmp2.uk/plu-619e6614c9d9650007a2b171.m3u8
Euronews Russian	News	FR	https://stream8.cinerama.uz/1024/tracks-v1a1/mono.m3u8
Euronews Russian (720p)	News	FR	https://cdn-euronews.akamaized.net/live/eds/euronews-ru/25071/index.m3u8
Euronews Spanish	News	FR	https://cdn-euronews.akamaized.net/live/eds/euronews-es/25053/index.m3u8
Euronews Spanish	News	FR	https://jmp2.uk/plu-619d59b7cbef25000728221c.m3u8
Euronews Spanish (720p)	News	FR	https://jmp2.uk/plu-60d3583ef310610007fb02b1.m3u8
Exitosa TV	News	PE	https://luna-4-video.mediaserver.digital/exitosatv_233b-4b49-a726-5a451262/index.m3u8
Exitosa TV	News	PE	http://187.102.210.46/EXITOSA/index.m3u8
Exitosa TV (1080p)	News	PE	http://190.93.224.42/EXITOSA/index.m3u8
Expressen TV (1080p)	News	SE	https://cdn0-03837-liveedge0.dna.ip-only.net/03837-liveedge0/smil:03837-tx2/playlist.m3u8
Filinfo TV (1080p)	News	BF	https://d2iqjnqfr8pv3b.cloudfront.net/out/v1/d09d2fc718404cd8bccd3eba2444dd70/index.m3u8
Finans Turk TV (720p)	News	TR	https://yayin30.haber100.com/live/finansturk/playlist.m3u8
First Channel News	News	AM	https://amtvusdvr.tulix.tv/am3abr/tracks-v1a1/mono.ts.m3u8
First Channel News (1080p)	News	AM	https://amtvusdvr.tulix.tv/am3abr/index.m3u8
First India News (360p) [Not 24/7]	News	IN	https://xlbor37ydvaj-hls-live.wmncdn.net/firstindianewstv1/live.stream/index.m3u8
Formula	News	GE	https://tv.cdn.xsg.ge/c4635/TVFormula/playlist.m3u8
Formula (1080p)	News	GE	https://c4635.cdn.xsg.ge/c4635/TVFormula/index.m3u8
Fox News Channel	News	US	http://247preview.foxnews.com/hls/live/2020027/fncv3preview/primary.m3u8
Fox News Channel (720p)	News	US	http://45.190.28.50/FOX_NEWS/index.m3u8
Fox News Radio (720p)	News	US	https://radiovid.foxnews.com/hls/live/661547/RADIOVID/index.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037222/F24_AR_HI_HLS/master_5000.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037222-b/F24_AR_HI_HLS/master_2300.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037222/F24_AR_HI_HLS/master_2300.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037222-b/F24_AR_HI_HLS/master_900.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037222/F24_AR_HI_HLS/master_900.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037222-b/F24_AR_HI_HLS/master_500.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037222/F24_AR_HI_HLS/master_500.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037218/F24_EN_HI_HLS/master_5000.m3u8
France 24	News	FR	http://170.83.16.50/FRANCE_24/index.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037218-b/F24_EN_HI_HLS/master_2300.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037218/F24_EN_HI_HLS/master_2300.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037218-b/F24_EN_HI_HLS/master_900.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037218/F24_EN_HI_HLS/master_900.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037218-b/F24_EN_HI_HLS/master_500.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037218/F24_EN_HI_HLS/master_500.m3u8
France 24	News	FR	https://amg00106-amg00106c1-samsung-nz-4151.playouts.now.amagi.tv/playlist.m3u8
France 24	News	FR	https://dash3.antik.sk/live/test_france24_eng/playlist.m3u8
France 24	News	FR	https://amg00106-france24-france24-samsunguk-qvpp8.amagi.tv/playlist/amg00106-france24-france24-samsunguk/playlist.m3u8
France 24	News	FR	https://a-cdn.klowdtv.com/live2/france24_720p/playlist.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037179/F24_FR_HI_HLS/master_5000.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037179-b/F24_FR_HI_HLS/master_2300.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037179/F24_FR_HI_HLS/master_2300.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037179-b/F24_FR_HI_HLS/master_900.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037179/F24_FR_HI_HLS/master_900.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037179-b/F24_FR_HI_HLS/master_500.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037179/F24_FR_HI_HLS/master_500.m3u8
France 24	News	FR	https://dash4.antik.sk/live/test_france24_france/playlist.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037220/F24_ES_HI_HLS/master_5000.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037220-b/F24_ES_HI_HLS/master_2300.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037220/F24_ES_HI_HLS/master_2300.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037220-b/F24_ES_HI_HLS/master_900.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037220/F24_ES_HI_HLS/master_900.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037220-b/F24_ES_HI_HLS/master_500.m3u8
France 24	News	FR	https://live.france24.com/hls/live/2037220/F24_ES_HI_HLS/master_500.m3u8
France 24	News	FR	https://live-evg8.tv360.bitel.com.pe/bitel/france24SRT/playlist.m3u8
France 24	News	FR	https://a-cdn.klowdtv.com/live2/france24sp_720p/playlist.m3u8
France 24 Arabic (1080p)	News	FR	https://live.france24.com/hls/live/2037222-b/F24_AR_HI_HLS/master_5000.m3u8
France 24 English (1080p)	News	FR	https://live.france24.com/hls/live/2037218-b/F24_EN_HI_HLS/master_5000.m3u8
France 24 Español (1080p)	News	FR	https://live.france24.com/hls/live/2037220-b/F24_ES_HI_HLS/master_5000.m3u8
France 24 French (1080p)	News	FR	https://live.france24.com/hls/live/2037179-b/F24_FR_HI_HLS/master_5000.m3u8
Free Speech TV (720p)	News	US	https://na.linear.zype.com/f2f02a72-71d0-45f3-829f-4ae51f721102/86ef0177-697d-41c4-be57-c4d1a2b83cad-hls4/live.m3u8
FREEDOM	News	UA	https://dash2.antik.sk/live/test_uatv/playlist.m3u8
FREEDOM (1080p)	News	UA	https://dash4.antik.sk/live/test_uatv/playlist.m3u8
GB News	News	GB	https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-gbnewsnz-samsungnz/playlist.m3u8
GB News	News	GB	https://amg01076-lightningintern-gbnewsse-samsungse-q7qjc.amagi.tv/playlist/amg01076-lightningintern-gbnewsse-samsungse/playlist.m3u8
GB News	News	GB	https://amg01076-lightning-amg01076c7-lg-gb-2019.playouts.now.amagi.tv/playlist/amg01076-lightning-gbnews-lggb/playlist.m3u8
GB News	News	GB	https://live-gbnews-ssai-test.simplestreamcdn.com/v1/master/82267e84b9e5053b3fd0ade12cb1a146df74169a/gbnews-live-TEST/index.m3u8
GB News	News	GB	https://live-gbnews.simplestreamcdn.com/live5/gbnews/bitrate1.isml/manifest.m3u8
GB News	News	GB	https://live-gbnews.simplestreamcdn.com/s3/gbnews/index.m3u8
GB News	News	GB	https://live-gbnews.simplestreamcdn.com/s3/gbnews_subs/index.m3u8
GB News	News	GB	https://hlspackager.akamaized.net/live/DB/GB_NEWS/HLS/GB_NEWS.m3u8
GB News	News	GB	https://rakutenaa-lightning-gbnews-rakuten-ccoa9.amagi.tv/playlist/rakutenAA-lightning-gbnews-rakuten/playlist.m3u8
GB News	News	GB	https://amg01076-lightning-amg01076c7-klowdtv-us-2128.playouts.now.amagi.tv/playlist/amg01076-lightning-gbnews-klowdtvus/playlist.m3u8
GB News (1080p)	News	GB	https://amg01076-lightningintern-gbnewsau-samsungau-et7fz.amagi.tv/playlist/amg01076-lightningintern-gbnewsau-samsungau/playlist.m3u8
Giornale Radio TV (720p)	News	IT	https://5f204aff97bee.streamlock.net/GR_tv/livestream/playlist.m3u8
Global News	News		https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/.m3u8
Global Punjab (1080p)	News	IN	https://server.livelegitpro.in/globalpunjab/globalpunjab/index.m3u8
GloboNews (720p)	News	BR	http://177.52.24.163/GLOBO-NEWS-HD/index.m3u8
Good News Today	News	IN	https://cc-89m9zu7a2upfe.akamaized.net/hls/live/2016145/gnt/gntlive/playlist.m3u8
Good News Today (720p)	News	IN	https://aajtaklive.vgcdn.net/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/3196cced-ce29-4219-9809-f07ccdaa02b9/vglive-sk-848805/master.m3u8
GS TV	News	IN	https://cdn-4.pishow.tv/live/1462/master.m3u8
GTC News (1080p)	News	IN	https://vglivessai.akamaized.net/sg/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/921cca59-daee-4f89-8c38-7ffe8de44f4c/index.m3u8
Guardian Talk Radio (1080p)	News	BS	https://cdn-edge1.streamcomedia.com/abr_tngr969fm/abr-tngr969fm_streams/playlist.m3u8
Guatevision (720p)	News	GT	https://mdstrm.com/live-stream-playlist/69f8df22a762c9b1ab3eabca.m3u8
Gulistan News (720p) [Not 24/7]	News	IN	https://live.gulistannews.in/hls/gul.m3u8
Guneydogu TV (720p)	News	TR	https://edge1.socialsmart.tv/gtv/bant1/playlist.m3u8
Haber Global (720p) [Not 24/7]	News	TR	https://tv.ensonhaber.com/haberglobal/haberglobal.m3u8
Haber61 TV	News	TR	https://win8.yayin.com.tr/haber61tv/smil:haber61tv.smil/playlist.m3u8
Haber61 TV (720p) [Not 24/7]	News	TR	https://cdn-haber61tv.yayin.com.tr/haber61tv/smil:haber61tv.smil/index.m3u8
Habertürk TV (720p) [Not 24/7]	News	TR	https://tv.ensonhaber.com/haberturk/haberturk.m3u8
Haiti News Channel (1080p) [Not 24/7]	News	HT	https://cdn.haititivi.com/website/haitinews/index.m3u8
Halab Today TV	News	SY	https://mn-nl.mncdn.com/halabtoday/livestream/index.m3u8
Halab Today TV (1080p)	News	SY	https://halabtoday-live.lg.mncdn.com/halabtoday/livestream/playlist.m3u8
Halk TV (1080p)	News	TR	https://halktv-live.daioncdn.net/halktv/halktv.m3u8
Harbin Comprehensive News Channel	News	CN	https://stream.hrbtv.net/xwzh/playlist.m3u8?_upt=ef41dd531755913594
HCH (720p)	News	HN	https://live.streamhch.com/live/streams/hch1.m3u8
High News (480p)	News	IN	https://highmedia.livebox.co.in/HIGHNEWShls/LIVE.m3u8
Hindi Khabar	News	IN	https://d1msejlow1t3l4.cloudfront.net/fta/hindikhabar/playlist.m3u8
Hindi Khabar (576p)	News	IN	https://cdn-2.pishow.tv/live/1041/master.m3u8
HMTV (720p)	News	IN	https://cdn-1.pishow.tv/live/280/master.m3u8
Hornbill TV	News	IN	https://d1msejlow1t3l4.cloudfront.net/fta/hornbilltv/playlist.m3u8
Hornbill TV (576p)	News	IN	https://cdn-2.pishow.tv/live/1463/master.m3u8
I24 News Hebrew (1080p)	News	IL	https://i24newshebrew-cdn.encoders.immergo.tv/master.m3u8
i24NEWS Arabic	News	IL	https://hlspackager.akamaized.net/live/DB/i24_ARABIC/HLS/i24_ARABIC.m3u8
i24NEWS Arabic (1080p)	News	IL	https://i24newsarabic-cdn.encoders.immergo.tv/master.m3u8
i24NEWS English World	News	IL	https://hlspackager.akamaized.net/live/DB/i24_ENGLISH/HLS/i24_ENGLISH.m3u8
i24NEWS English World (1080p)	News	IL	https://i24newsenglish-cdn.encoders.immergo.tv/master.m3u8
i24NEWS French (1080p)	News	IL	https://i24newsfrench-cdn.encoders.immergo.tv/master.m3u8
IBC 24 (720p)	News	IN	https://cdn-3.pishow.tv/live/220/master.m3u8
ICI RDI (720p)	News	CA	https://rcavlive.akamaized.net/hls/live/704025/xcanrdi/master.m3u8
ICN Digital	News	HN	https://streaming.icndigital.com/live_output/icn_live_stream_1.m3u8
ICONE TV	News	BJ	https://lecteur.iconetv.bj/hls/stream.m3u8
India Ahead (576p)	News	IN	https://mumt05.tangotv.in/87NeALx2INDIAAHEAD/index.m3u8
India Daily Live (1080p)	News	IN	https://indiadaily.ottlive.co.in/indiadailylive/index.m3u8
India Today	News	IN	https://amg00644-amg00644c1-ondemandkorea-amesia-10266.playouts.now.amagi.tv/playlist/amg00644-tvtodaynetworkltdfast-indiatoday-ondemandkoreaamesia/playlist.m3u8
India Today	News	IN	https://indiatodaylive.akamaized.net/hls/live/2014320/indiatoday/indiatodaylive/playlist.m3u8
India Today	News	IN	https://livehub-voidnet.onrender.com/cluster/streamcore/in/INDIATODAY_StreamOrchestrator.m3u8
India Today (720p)	News	IN	https://d1rc86nwwc9fag.cloudfront.net/vglive-sk-293160/master.m3u8
India TV	News	IN	https://cdn-2.pishow.tv/live/1043/master.m3u8
India TV (720p)	News	IN	https://pl-indiatvnews.akamaized.net/out/v1/db79179b608641ceaa5a4d0dd0dca8da/index.m3u8
India TV Speed News	News	IN	https://cc-lyf4c0hwzg5dd.akamaized.net/v1/vglive-sk-479089/main.m3u8
India TV Speed News	News	IN	https://poclive-indiatvnews.akamaized.net/hlslive/Admin/px0219297/live/janya/master.m3u8
India TV Speed News (1080p)	News	IN	https://cc-lyf4c0hwzg5dd.akamaized.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-lyf4c0hwzg5dd/v1/vglive-sk-479089/main.m3u8
INews (720p)	News	IN	https://cdn-1.pishow.tv/live/411/master.m3u8
iNEWS TV (1080p)	News	IQ	https://live.i-news.tv/hls/stream.m3u8
Informatia TV	News	RO	https://informatia.streamnet.ro/mobile_tv/informatiatv.m3u8
InfoWars Network (1080p)	News	US	https://freespeech.akamaized.net/hls/live/2016712/live1/playlist.m3u8
INH 24x7	News	IN	https://7epd6o8edk9b-hls-live.wmncdn.net/inh24/live.stream/playlist.m3u8
INH 24x7 (396p)	News	IN	https://d1msejlow1t3l4.cloudfront.net/fta/inh24x7/playlist.m3u8
Iran International	News	GB	https://dev-live.livetvstream.co.uk/LS-63503-4/index.m3u8
Iran International	News	GB	https://live.livetvstream.co.uk/LS-63503-4/index.m3u8
Iran International	News	GB	https://live.playstop.me/1816184091/index.m3u8
Iran International	News	GB	https://live.playstop.me/LS-63503-4/index.m3u8
Iran International (1080p)	News	GB	https://hlspackager.akamaized.net/live/DB/IRAN_INTERNATIONAL/HLS/IRAN_INTERNATIONAL.m3u8
IRINN (576p)	News	IR	http://185.9.2.18/chid_926/index.m3u8
J3NEWS TV	News	BR	https://video01.brascast.com/d92ebb4f/d92ebb4f/playlist.m3u8
Janam TV	News	IN	https://yuppmedtaorire.akamaized.net/v1/master/a0d007312bfd99c47f76b77ae26b1ccdaae76cb1/janamtv_nim_https/140622/janamtv/playlist.m3u8
Janam TV	News	IN	https://cdn-3.pishow.tv/live/1466/master.m3u8
Janam TV (576p)	News	IN	https://mumt03.tangotv.in/Dsly5z3HJANAMTV/index.m3u8
Janta TV (1080p)	News	IN	https://live.jswk.online/IK_RTPM/live/index.m3u8
Jovem Pan News	News	BR	http://45.190.28.50/JP_NEWS/index.m3u8
Jovem Pan News	News	BR	http://186.219.52.187/jp_news/index.m3u8
Jovem Pan News	News	BR	https://jmp2.uk/plu-6317ba014d4d040007227f72.m3u8
Kairali News (720p)	News	IN	https://cdn-3.pishow.tv/live/1469/master.m3u8
Kalinga TV	News	IN	https://cdn-4.pishow.tv/live/1470/master.m3u8
Kashish News	News	IN	https://cdn-7.pishow.tv/live/1471/master.m3u8
Kashish News (720p)	News	IN	https://server.thelegitpro.in/kashishnews/kashishnews/index.m3u8
Khabrain Abhi Tak (396p)	News	IN	https://d1msejlow1t3l4.cloudfront.net/fta/khabreinabhitak/playlist.m3u8
Kohavision	News	XK	https://gjirafa-video-live.gjirafa.net/gjvideo-livestream/lj9-pxm-o53-rp0/tracks-v4a1/mono.m3u8
Kolkata TV (1080p)	News	IN	https://cdn.ottlive.co.in/kolkatatv/index.m3u8
KPVM Newsmax 2	News	US	https://2-fss-2.streamhoster.com/pl_120/206858-4404556-1/playlist.m3u8
KPVM OAN Plus	News	US	https://2-fss-2.streamhoster.com/pl_118/206858-4404458-1/playlist.m3u8
KPVM Real America's Voice	News	US	https://2-fss-2.streamhoster.com/pl_118/206858-4404454-1/playlist.m3u8
KTV News	News	KW	https://kwtktvata.cdn.mangomolo.com/ktva/smil:ktva.stream.smil/chunklist.m3u8
KTV News	News	KW	https://cdn-globecast.akamaized.net/live/eds/ktv_al_akhbar/hls_roku/ktv_al_akhbar.m3u8
KTV News (1080p)	News	KW	https://kwtkbta.cdn.mangomolo.com/kb/smil:kb.stream.smil/chunklist.m3u8
Kurdistan 24 (1080p)	News	IQ	https://hlspackager.akamaized.net/live/DB/K24/HLS/K24.m3u8
Kurdsat News (1080p)	News	IQ	https://hlspackager.akamaized.net/live/DB/KURDSAT_NEWS/HLS/KURDSAT_NEWS.m3u8
Kyiv (1080p)	News	UA	https://api-tv.ipnet.ua/api/v1/manifest/1293296300.m3u8
L'altro Corriere TV	News	IT	https://52ee6512fee4427889eba89957975fa0.msvdn.net/live/S24350460/BEj8ZmQiQ9UG/playlist.m3u8
LaC News 24 (720p)	News	IT	https://f5842579ff984c1c98d63b8d789673eb.msvdn.net/live/S27391994/HVvPMzy/playlist.m3u8
Lahore News (720p) [Not 24/7]	News	PK	https://vcdn.dunyanews.tv/lahorelive/ngrp:lnews_1_all/playlist.m3u8
Lanzhou Comprehensive News Channel	News	CN	https://liveplus.lzr.com.cn/xwzh/HD/live.m3u8
Latina Noticias 24/7	News	PE	https://redirector.rudo.video/hls-video/567ffde3fa319fadf3419efda25619456231dfea/latinanoticias/latinanoticias.smil/playlist.m3u8
Latina Noticias 24/7 (1080p)	News	PE	https://dai.google.com/linear/hls/event/oYQGDqEGTmGdHE_fz9oLlg/master.m3u8
LCI HD (1080p)	News	FR	http://145.239.5.177/368/index.m3u8
Libya Al Ahrar TV (1080p)	News	QA	https://stream-hls.castr.net/64490fcefe045f1b63012886/live_22d9a1f0c69c11ee9441219c2cc6d61f/index.fmp4.m3u8
Life TV (720p) [Not 24/7]	News	TR	https://live.artidijitalmedya.com/artidijital_lifetv/lifetv/playlist.m3u8
Lindell TV	News	US	https://stream.vocl.com/hls/lindelltv/index.m3u8
Lindell TV (720p)	News	US	https://rumble.com/live-hls/6v67mu/playlist.m3u8
Lira TV	News	IT	https://a928c0678d284da5b383f29ecc5dfeec.msvdn.net/live/S57315730/8kTBWibNteJA/playlist.m3u8
LiveNOW from FOX	News	US	https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00488-foxdigital-livenowbyfox-lgus/playlist.m3u8
LiveNOW from FOX	News	US	https://fox-foxnewsnow-vizio.amagi.tv/playlist.m3u8
LiveNOW from FOX	News	US	https://jmp2.uk/plu-63d025db4e83e700086eaa96.m3u8
LiveNOW from FOX (1080p) [Geo-blocked]	News	US	https://pb-k5p02dtnr2162.akamaized.net/LiveNOW_from_FOX.m3u8
Living India News (1080p)	News	IN	https://stream.ottlive.co.in/livingindia/index.m3u8
LN24SA (1080p)	News	ZA	https://cdnstack.internetmultimediaonline.org/ln24/ln24.stream/playlist.m3u8
LRT Radijas (1080p)	News	LT	https://stream-live.lrt.lt/radijas/master.m3u8
M News (1080p)	News	PK	https://cdn.rabta.stream/M-News/index.m3u8
M1 HD	News	HU	http://88.212.15.19/live/test_m_1_hungary_1200_atk/playlist.m3u8
M95 Televisión Marbella (1080p) [Not 24/7]	News	ES	https://limited2.todostreaming.es/live/m95-livestream.m3u8
Madhimugam TV	News	IN	https://yuppparoriglin.akamaized.net/181224/smil:mathimugam.smil/playlist.m3u8?hdnts=st=1735898689~exp=1835898688~acl=*~hmac=f5fe24724fe05481e3841f9eb5ab8efdee0a3dd83645ae9dcf45703f525bab7b
Madhimugam TV	News	IN	https://cdn-3.pishow.tv/live/1476/master.m3u8
Madhimugam TV (576p)	News	IN	https://mumt01.tangotv.in/O5aw8Zn3MATHIMUGAMTV/index.m3u8
Mahaa News	News	IN	https://cdn-1.pishow.tv/live/401/master.m3u8
Malai Murasu TV	News	IN	https://cdn-3.pishow.tv/live/1606/master.m3u8
Malai Murasu TV (1080p) [Geo-blocked]	News	IN	https://amg17783-amg17783c1-amgplt0173.playout.now3.amagi.tv/playlist/amg17783-amg17783c1-amgplt0173/playlist.m3u8
Manorama News (1080p)	News	IN	https://mmtvnews1.akamaized.net/v1/master/673630b269b766886555eebfddd4f27f3de3ab50/mmtvNewsCampaign1/index.m3u8
Mathrubhumi News	News	IN	https://mathrubhumicdn.vidgyor.com/mathrubhumi-origin/liveabr/playlist.m3u8
Mathrubhumi News (576p) [Not 24/7]	News	IN	https://yuppmedtaorire.akamaized.net/v1/master/a0d007312bfd99c47f76b77ae26b1ccdaae76cb1/mathrubhuminews_nim_https/110322/mathrubhuminews/playlist.m3u8
Medi 1 TV Arabic (1080p)	News	MA	https://cdn.live.easybroadcast.io/abr_corp/83_medi1tv-arabic_g90v4ec/playlist.m3u8
Medi 1 TV Maghreb (1080p)	News	MA	https://cdn.live.easybroadcast.io/abr_corp/83_medi1tv-maghreb_jnbspmg/playlist.m3u8
Medi1TV Afrique	News	MA	https://cdn.live.easybroadcast.io/abr_corp/83_medi1tv-afrique_tm7tu45/playlist_dvr.m3u8
Medi1TV Afrique (1080p)	News	MA	https://cdn.live.easybroadcast.io/abr_corp/83_medi1tv-afrique_tm7tu45/playlist.m3u8
Medi1TV Arabic	News	MA	https://cdn.live.easybroadcast.io/abr_corp/83_medi1tv-arabic_g90v4ec/playlist_dvr.m3u8
Medi1TV Maghreb	News	MA	https://cdn.live.easybroadcast.io/abr_corp/83_medi1tv-maghreb_jnbspmg/playlist_dvr.m3u8
Media One (720p)	News	IN	https://cdn-3.pishow.tv/live/1481/master.m3u8
Mega TV (1080p)	News	PY	https://www.desde-paraguay.com/mega.m3u8
Mekameleen TV (1080p)	News	TR	https://mn-nl.mncdn.com/mekameleen/smil:mekameleentv.smil/playlist.m3u8
Mereja TV (1080p) [Not 24/7]	News	ET	https://rumble.com/live-hls-dvr/4c14o3/playlist.m3u8
Metro Globe Network	News		https://edge.medcom.id/live-edge/smil:mgnch.smil/playlist.m3u8
Metro TV	News	ID	https://edge.medcom.id/live-edge/smil:metro.smil/playlist.m3u8
Mh 1 News (360p)	News	IN	https://livestream.jswk.online/mhonenews/live/index.m3u8
Mihan TV	News	IR	https://iptv.mihantv.com/mihantv/playlist.m3u8
Milenio Televisión (720p)	News	MX	https://jmp2.uk/plu-652e922db4b047000825f975.m3u8
Minformo TV (720p)	News	IT	https://5db313b643fd8.streamlock.net/MinformoTV/MinformoTV/playlist.m3u8
Mir 24	News	RU	https://stream8.cinerama.uz/1219/tracks-v1a1/mono.m3u8
Miracle TV (1080p)	News	SE	https://live.miracleonline.org/hls/miracle1.m3u8
Mirror Now	News	IN	https://pubads.g.doubleclick.net/ssai/event/DXkHhH2QSnma-HnE3QJqlA/master.m3u8
Mirror Now (720p)	News	IN	https://dai.google.com/linear/hls/event/ClPOullTQky5vGPf7fMZ8g/master.m3u8
Momento24	News	CO	https://backupmaxmedia.hvmultiplay.com/hls/stream2/momento24.m3u8
Mongolian News Channel	News	MN	https://cdn4.skygo.mn/live/disk1/MNCTV/HLSv3-FTA/MNCTV.m3u8
Moon TV	News	IN	https://cdn-4.pishow.tv/live/1121/master.m3u8
MRTV News	News	MM	https://mrtvott.com/cache/MRTV-NEWS-HD/master.m3u8
MS NOW	News	US	https://tvsen6.aynaott.com/msnbc/index.m3u8
MTV Uutiset (720p)	News	FI	https://live.streaming.a2d.tv/asset/20025962.isml/.m3u8
My-Ukraina TV (1080p)	News	UA	http://stream.mcquack.net/442/index.m3u8
Nachrichten 360 (1080p) [Geo-blocked]	News	DE	https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01821-lovetvfast-nachrichten360-samsungde/playlist.m3u8
Naftemporiki TV (1080p)	News	GR	https://telmaco.ascdn.broadpeak.io/nafteboriki/default/index.m3u8
Nanduti	News	PY	https://nanduti.b-cdn.net/720p.m3u8
Nanduti (1080p)	News	PY	https://nanduti.b-cdn.net/Source.m3u8
Nation TV	News	TH	https://live-us1.thaimomo.com/live-as/chNation-3/playlist.m3u8
National Iranian Congress TV	News	US	https://tv.iraniancongress.com/stream/tv.m3u8
NBC 12 Winston-Salem NC (WXII) (720p)	News	US	https://aegis-cloudfront-1.tubi.video/54b357b4-bf4b-4356-97b4-b1acb6ab62f7/playlist.m3u8
NBC 8 Lancaster PA (WGAL) (720p)	News	US	https://aegis-cloudfront-1.tubi.video/5d314174-0110-42af-8811-feaae073ea1e/playlist.m3u8
NBC News NOW	News	US	https://d1bl6tskrpq9ze.cloudfront.net/hls/master.m3u8?ads.xumo_channelId=99984003
NBC News NOW	News	US	https://livehub-voidnet.onrender.com/cluster/streamcore/us/NBC_REDIS.m3u8
NBC News NOW	News	US	https://jmp2.uk/plu-5df97894467dfa00091c873c.m3u8
NBC News NOW	News	US	https://pb-o6czxr182vtiv.akamaized.net/master.m3u8
NBC News NOW	News	US	https://aegis-cloudfront-1.tubi.video/605fb6ea-f89c-451a-873c-030cb726b493/master.m3u8
NBC News NOW	News	US	https://xumo-drct-nbcnn-ir8ze.fast.nbcuni.com/live/master.m3u8
NBC News NOW (1080p)	News	US	https://d1si3n1st4nkgb.cloudfront.net/10502/88896001/hls/master.m3u8?ads.xumo_channelId=88896001
NCTV (1080p)	News	CL	https://pantera1-100gb-cl-movistar.dps.live/nctv/nctv.smil/playlist.m3u8
NDTV 24x7	News	IN	https://ndtv24x7elemarchana.akamaized.net/hls/live/2003678/ndtv24x7/master.m3u8
NDTV 24x7 (720p)	News	IN	https://raw.githubusercontent.com/amazeyourself/adaptive-streams/refs/heads/main/streams/in/YuppTV/NDTV24x7.m3u8
NDTV India	News	IN	https://raw.githubusercontent.com/amazeyourself/adaptive-streams/refs/heads/main/streams/in/YuppTV/NDTVIndia.m3u8
