# name	group	country	url
Fox News Channel (720p)	US - News	US	http://45.190.28.50/FOX_NEWS/index.m3u8
Fox News Radio (720p)	US - News	US	https://radiovid.foxnews.com/hls/live/661547/RADIOVID/index.m3u8
Fox Weather	US - News	US	https://247wlive.foxweather.com/stream/index.m3u8
Fox Weather	US - News	US	https://jmp2.uk/plu-640a68880e884c0009979cc2.m3u8
Fox Weather	US - News	US	https://aegis-cloudfront-1.tubi.video/d4d03a5e-dd3e-4b9a-8b11-b86c88d717fe/index.m3u8
FOX Weather (1080p) [Geo-blocked]	US - News	US	https://pb-hum8cczphcrpf.akamaized.net/FOX_Weather.m3u8
Free Speech TV (720p)	US - News	US	https://na.linear.zype.com/f2f02a72-71d0-45f3-829f-4ae51f721102/86ef0177-697d-41c4-be57-c4d1a2b83cad-hls4/live.m3u8
Geb Tv (KBPX LD5) (1080p)	US - News	US	https://edge1.lifestreamcdn.com/live/geb/playlist.m3u8
HollyWire (720p)	US - News	US	https://bozztv.com/hwotta/playlist/playlist.m3u8
InfoWars Network (1080p)	US - News	US	https://freespeech.akamaized.net/hls/live/2016712/live1/playlist.m3u8
KITV 4 Island News (720p)	US - News	US	https://fuel-streaming-prod01.fuelmedia.io/v1/sem/c4067ddc-0e67-4928-b7ec-624481f721a6.m3u8
KPVM Newsmax 2	US - News	US	https://2-fss-2.streamhoster.com/pl_120/206858-4404556-1/playlist.m3u8
KPVM OAN Plus	US - News	US	https://2-fss-2.streamhoster.com/pl_118/206858-4404458-1/playlist.m3u8
KPVM Real America's Voice	US - News	US	https://2-fss-2.streamhoster.com/pl_118/206858-4404454-1/playlist.m3u8
Lindell TV	US - News	US	https://stream.vocl.com/hls/lindelltv/index.m3u8
Lindell TV (720p)	US - News	US	https://rumble.com/live-hls/6v67mu/playlist.m3u8
LiveNOW from FOX	US - News	US	https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00488-foxdigital-livenowbyfox-lgus/playlist.m3u8
LiveNOW from FOX	US - News	US	https://fox-foxnewsnow-vizio.amagi.tv/playlist.m3u8
LiveNOW from FOX	US - News	US	https://jmp2.uk/plu-63d025db4e83e700086eaa96.m3u8
LiveNOW from FOX (1080p) [Geo-blocked]	US - News	US	https://pb-k5p02dtnr2162.akamaized.net/LiveNOW_from_FOX.m3u8
MS NOW	US - News	US	https://tvsen6.aynaott.com/msnbc/index.m3u8
National Iranian Congress TV	US - News	US	https://tv.iraniancongress.com/stream/tv.m3u8
NBC 12 Winston-Salem NC (WXII) (720p)	US - News	US	https://aegis-cloudfront-1.tubi.video/54b357b4-bf4b-4356-97b4-b1acb6ab62f7/playlist.m3u8
NBC 5 Chicago Live News (1080p)	US - News	US	https://d368vp0qqzvkid.cloudfront.net/11603/88889704/hls/master.m3u8?ads.xumo_channelId=88889704a&ads.xumo_ifaType=&ads.xumo_providerId=3818&ads.xumo_providerName=NBCNCHI
NBC 8 Lancaster PA (WGAL) (720p)	US - News	US	https://aegis-cloudfront-1.tubi.video/5d314174-0110-42af-8811-feaae073ea1e/playlist.m3u8
NBC News NOW	US - News	US	https://d1bl6tskrpq9ze.cloudfront.net/hls/master.m3u8?ads.xumo_channelId=99984003
NBC News NOW	US - News	US	https://livehub-voidnet.onrender.com/cluster/streamcore/us/NBC_REDIS.m3u8
NBC News NOW	US - News	US	https://jmp2.uk/plu-5df97894467dfa00091c873c.m3u8
NBC News NOW	US - News	US	https://pb-o6czxr182vtiv.akamaized.net/master.m3u8
NBC News NOW	US - News	US	https://aegis-cloudfront-1.tubi.video/605fb6ea-f89c-451a-873c-030cb726b493/master.m3u8
NBC News NOW	US - News	US	https://xumo-drct-nbcnn-ir8ze.fast.nbcuni.com/live/master.m3u8
NBC News NOW (1080p)	US - News	US	https://d1si3n1st4nkgb.cloudfront.net/10502/88896001/hls/master.m3u8?ads.xumo_channelId=88896001
News 12 New York (1080p)	US - News	US	https://aegis-cloudfront-1.tubi.video/97fbb992-c212-4164-8406-abb6f731e517/playlist.m3u8
News12 New York	US - News	US	https://jmp2.uk/plu-5fff49cfb5cd4f0007c2b0dc.m3u8
Newsmax 2	US - News	US	https://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
Newsmax 2	US - News	US	https://nmxdistro.akamaized.net/hls/live/529965/Live_1/index.m3u8
Newsmax 2	US - News	US	https://newsmax-klowdtv.amagi.tv/playlist.m3u8
Newsmax 2	US - News	US	https://a-cdn.klowdtv.com/live3/newsmax2_720p/playlist.m3u8
Newsmax 2	US - News	US	https://jmp2.uk/plu-55b179af994403942f3061d6.m3u8
Newsmax 2	US - News	US	https://amg00217-newsmax-newsmax-rokuus-dur76.amagi.tv/playlist.m3u8
Newsmax 2	US - News	US	https://newsmax-vizio.amagi.tv/playlist.m3u8
Newsmax 2 (1080p)	US - News	US	https://amg00217-newsmax-newsmax-zeasn-022k9.amagi.tv/playlist.m3u8
Newsmax Spanish (1080p)	US - News	US	https://n1ottesorkatv.akamaized.net/hls/live/2113795/Live_1/index.m3u8
Newsmax TV	US - News	US	https://dash3.antik.sk/live/test_newsmax_avc/playlist.m3u8
Newsmax TV	US - News	US	https://amg00217-newsmax-amg00217c2-zeasn-us-2412.playouts.now.amagi.tv/playlist/amg00217-newsmaxmediafast-newsmaxn1-zeasnus/playlist.m3u8
Newsmax TV	US - News	US	https://a-cdn.klowdtv.com/live2/newsmax_720p/playlist.m3u8
Newsmax TV (720p)	US - News	US	https://nmx1ota.akamaized.net/hls/live/2107010/Live_1/index.m3u8
Newsy (1080p)	US - News	US	https://547f72e6652371c3.mediapackage.us-east-1.amazonaws.com/out/v1/e3e6e29095844c4ba7d887f01e44a5ef/index.m3u8
NorCast Weather (1080p)	US - News	US	https://norcast-weather.streamology.live/api/v1/streams/c1b5b114698e1ad4687153c4402d5ef0/live.m3u8
NOW News Arabic (720p)	US - News	US	https://live.nowtelly.com/now_arabic/live/playlist.m3u8
NOW News Global (720p)	US - News	US	https://nowhls.wns.live/hls/stream.m3u8
NOW News Spanish (1080p)	US - News	US	https://live.nowtelly.com/now_spanish/live/playlist.m3u8
NOW News USA (1080p)	US - News	US	https://live.nowtelly.com/now_usa/live_usa/playlist.m3u8
NowMedia Television (1080p)	US - News	US	https://stream-204968.castr.net/64e0c91d08bff3041638aee3/live_a4243540d4b911f0b624bda5e9a32aa9/index.m3u8
NowMedia Television Spanish (1080p)	US - News	US	https://stream-204968.castr.net/64e0c91d08bff3041638aee3/live_a16fa020f4c411f09ddaa1978319689a/index.m3u8
NTD TV English	US - News	US	https://amg17596-amg17596c1-ntdtv-worldwide-3276.playouts.now.amagi.tv/playlist/amg17596-newtangdynastytelevision-ntdtv-ntdtvworldwide/playlist.m3u8
NTD TV English	US - News	US	https://ntd02.akamaized.net/NTDA/index.m3u8
NTD TV English	US - News	US	https://amg17596-ntdtv-amg17596c1-stirr-us-4738.playouts.now.amagi.tv/ntd.m3u8
NTD TV English (1080p)	US - News	US	https://amg17596-ntdtv-amg17596c1-rakuten-gb-6741.playouts.now.amagi.tv/playlist/amg17596-newtangdynastytelevision-ntdtv-rakutengb/playlist.m3u8
NTD TV English UK (1080p)	US - News	US	https://ntd02.akamaized.net/NTD-UK/index.m3u8
OAN Plus	US - News	US	https://a-cdn.herringnetwork.com/affiliate/oane/playlist.m3u8
OAN Plus	US - News	US	https://a-cdn.klowdtv.com/live1/oane/playlist.m3u8
OAN Plus	US - News	US	https://jmp2.uk/plu-5e7cf6c7b156d500078c5f44.m3u8
OAN Plus	US - News	US	https://oneamericanews-roku-us.amagi.tv/playlist.m3u8
OANPlus (1080p)	US - News	US	https://oan-plus-tcl.amagi.tv/playlist.m3u8
One America News Network	US - News	US	https://a-cdn.klowdtv.com/live1/oan_720p/playlist.m3u8
Payvand TV	US - News	US	https://bozztv.com/cus01/ucur1/Payvand/index.m3u8
Payvand TV (720p)	US - News	US	https://tgn.bozztv.com/cus01/ucur1/Payvand/index.m3u8
Pluto TV Record News (720p)	US - News	US	https://jmp2.uk/plu-6102e04e9ab1db0007a980a1.m3u8
Redseat The First (720p)	US - News	US	https://a-cdn.klowdtv.com/live2/thefirst_720p/playlist.m3u8
Reuters (1080p)	US - News	US	https://amg00453-reuters-amg00453c1-rakuten-uk-2110.playouts.now.amagi.tv/playlist/amg00453-reuters-reuters-rakutenuk/playlist.m3u8
Reuters TV	US - News	US	https://d5bxknkoxytmb.cloudfront.net/playlist/amg00453-reuters-reuters-samsunggb/playlist.m3u8
Reuters TV	US - News	US	https://amg00453-reuters-amg00453c1-samsung-gb-2113.playouts.now.amagi.tv/playlist/amg00453-reuters-reuters-samsunggb/playlist.m3u8
Reuters TV	US - News	US	https://amg00453-reuters-amg00453c1-xumo-us-2073.playouts.now.amagi.tv/reuters-reuters-hls/playlist.m3u8
Salem News Channel	US - News	US	https://amg00732-salemmediagroup-salemnews-klowdtv-79zyj.amagi.tv/playlist/amg00732-salemmediagroup-salemnews-klowdtv/playlist.m3u8
Salem News Channel	US - News	US	https://jmp2.uk/plu-66a7f0a78561260008c177f2.m3u8
Salem News Channel	US - News	US	https://pb-v4mil672yaqlk.akamaized.net/Salem_News_Channel.m3u8
Salem News Channel	US - News	US	https://amg00732-amg00732c2-stirr-us-8938.playouts.now.amagi.tv/playlist.m3u8
Salem News Channel	US - News	US	https://amg00732-salemnewsfast-amg00732c2-xumo-us-1316.playouts.now.amagi.tv/snc-xm/playlist.m3u8
Salem News Channel (1080p)	US - News	US	https://amg00732-salemmediagroup-snc-ono-ekp8j.amagi.tv/playlist/amg00732-salemmediagroup-snc-ono/playlist.m3u8
SC Currents	US - News	US	https://reflect-communitytv.cablecast.tv/live-5/live/stream-3/live.m3u8
Scripps News	US - News	US	https://jmp2.uk/plu-5459795fc9f133a519bc0bef.m3u8
Scripps News	US - News	US	https://pb-syzbb4sicfx4g.akamaized.net/ScrippsNews_US.m3u8
Scripps News	US - News	US	https://content.uplynk.com/channel/4bb4901b934c4e029fd4c1abfc766c37.m3u8
Scripps News (1080p)	US - News	US	https://aegis-cloudfront-1.tubi.video/7e1c26b7-7975-4240-9a4f-480eaa8f3ea4/playlist.m3u8
The First TV	US - News	US	https://jmp2.uk/plu-5d486acc34ceb37d3c458a64.m3u8
The First TV	US - News	US	https://pb-7dne0wn288z2f.akamaized.net/The_First.m3u8
The First TV (1080p)	US - News	US	https://thefirst-oando.amagi.tv/playlist.m3u8
The Young Turks	US - News	US	https://tyt-samsungus.amagi.tv/playlist.m3u8
The Young Turks (1080p) [Geo-blocked]	US - News	US	https://amg01220-amg01220c1-firetv-us-5111.playouts.now.amagi.tv/playlist.m3u8
TODAY All Day	US - News	US	https://jmp2.uk/plu-5d695f7db53adf96b78e7ce3.m3u8
TODAY All Day	US - News	US	https://aegis-cloudfront-1.tubi.video/cb7f305d-049a-4feb-bc6e-028c43ad3c3e/master.m3u8
TODAY All Day (1080p)	US - News	US	https://d37kx062o4ii0p.cloudfront.net/master.m3u8
Top Stories by Newsy (720p)	US - News	US	https://content.uplynk.com/channel/33c48f602cfd4474b957eb4ad999caf8.m3u8
UN Web TV (540p)	US - News	US	https://cdnapi.kaltura.com/p/2503451/sp/250345100/playManifest/entryId/1_gb6tjmle/protocol/https/format/applehttp/a.m3u8
USA TODAY	US - News	US	https://a-cdn.klowdtv.com/live3/usatoday_720p/playlist.m3u8
USA TODAY	US - News	US	https://usatodaynews-samsungus-tsv2-ghkcu.amagi.tv/playlist.m3u8
USA TODAY	US - News	US	https://amg00457-amg00457c1-stirr-us-8143.playouts.now.amagi.tv/playlist.m3u8
USA TODAY	US - News	US	https://usatodaynews-xumo.amagi.tv/playlist.m3u8
USA Today (1080p)	US - News	US	https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg00731-gannettcoinc-usatodaynews-plex/playlist.m3u8
VOA Persian (1080p)	US - News	US	https://voa-ingest.akamaized.net/hls/live/2033876/tvmc07/playlist.m3u8
VOA TV Africa (1080p)	US - News	US	https://voa-ingest.akamaized.net/hls/live/2033874/tvmc06/playlist.m3u8
W14DK-D 14.2 NEWSNET	US - News	US	https://2-fss-2.streamhoster.com/pl_118/204972-1954106-1/playlist.m3u8
WBRZ Weather Channel Baton Rouge LA (480p)	US - News	US	https://d2a6g6zgxepbwi.cloudfront.net/wbrz-edge/weather.stream_360p/playlist.m3u8
WBTV News (720p)	US - News	US	https://d2ugl2g2gz1giy.cloudfront.net/index.m3u8
WDEF-TV News Chattanooga TN (720p)	US - News	US	https://townnews.g-mana.live/media/a54a6409-5e91-46f0-9fee-06904c1fd094/main.m3u8
Weather Spy (720p)	US - News	US	https://beaece44.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X1dlYXRoZXJTcHlfSExT/playlist.m3u8
WeatherNation (1080p)	US - News	US	https://d2ferbiwcx1539.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-8zd06wicndthf-ssai-prd/WNNationalSamsung/WNNationalSamsung.m3u8
WeatherSpy (720p)	US - News	US	https://d12gab6t5iutxf.cloudfront.net/playlist.m3u8
WFTX News Fort Myers FL (720p)	US - News	US	https://content.uplynk.com/channel/8975f81e6efd4e609873c3e8e25c7756.m3u8
WGAL-DT3 (1080p) [Geo-blocked]	US - News	US	https://lowa8026-cmyk.github.io/iptv/WGAL-DT3/index.m3u8
WGGS-DT2 (720p)	US - News	US	https://content.uplynk.com/channel/1f93c13275024afb9e0ead299624073d.m3u8
WJBK 2.1	US - News	US	https://aegis-cloudfront-1.tubi.video/5689247c-331e-4444-92e1-f7cc21377360/index.m3u8
WJBK-DT1 (1080p)	US - News	US	https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00488-foxdigital-fox2detroitwjbk-vizious/playlist.m3u8
WMGT-TV News (Macon GA) (720p)	US - News	US	https://townnews.g-mana.live/media/e6909128-cd42-4690-8340-4b8a49455666/main.m3u8
WPTV News West Palm Beach FL (720p)	US - News	US	https://content.uplynk.com/channel/b02350ef854c4eef8358eead1f59a5cc.m3u8
WSOC Now (1080p) [Geo-blocked]	US - News	US	https://amg00327-coxmediagroup-wsocbreaking-plex-t51et.amagi.tv/playlist/amg00327-coxmediagroup-wsocbreaking-plex/playlist.m3u8
WTVQ ABC 36 News (Lexington KY) (720p)	US - News	US	https://townnews.g-mana.live/media/14d1fd2c-0548-4803-80ad-6657831a7981/main.m3u8
WTXL-TV 27.1	US - News	US	https://content.uplynk.com/channel/c66d1d2d9e2c46cea1cf22a33f6ca488.m3u8
WXXV-TV News (Biloxi MS) (720p)	US - News	US	https://townnews.g-mana.live/media/c8c354e0-672f-4368-a17d-a862ee98af4a/main.m3u8
American Pickers by History (1080p) [Geo-blocked]	US - Documentary	US	https://pb-k9ikw6ov8z4qi.akamaized.net/American_Pickers_by_History.m3u8
Antiques Roadshow PBS (1080p)	US - Documentary	US	https://amg00953-pbsusa-antiroadshow-xumo-x6ud5.amagi.tv/playlist.m3u8
Archivos Forenses	US - Documentary	US	https://jmp2.uk/plu-5f984f4a09e92d0007d74647.m3u8
Archivos Forenses	US - Documentary	US	https://jmp2.uk/plu-5efb8c19b2678b000780d032.m3u8
Atlas (480p)	US - Documentary	US	https://cdn.whiplash.cc/whiplash-atlas/index.m3u8
Backstage	US - Documentary	US	https://fuse-backstage-xumo.amagi.tv/playlist.m3u8
Backstage (1080p)	US - Documentary	US	https://d2ah48mnofquik.cloudfront.net/Backstage.m3u8
BritBox Mysteries	US - Documentary	US	https://jmp2.uk/plu-60f5d389985a0c0007357304.m3u8
BritBox Mysteries	US - Documentary	US	https://pb-ippotemhtglhp.akamaized.net/playlist.m3u8
BritBox Mysteries (1080p)	US - Documentary	US	https://aegis-cloudfront-1.tubi.video/c95700f8-e51c-4a36-ad46-56f70fc9f1d9/playlist.m3u8
Cazador de Homicidas	US - Documentary	US	https://jmp2.uk/plu-60ed5fb9c4716d0007d180c5.m3u8
Cazador de Homicidas	US - Documentary	US	https://jmp2.uk/plu-6109a9f5531b840007a4a187.m3u8
Court TV	US - Documentary	US	https://jmp2.uk/plu-5dae0b4841a7d0000938ddbd.m3u8
Court TV	US - Documentary	US	https://pb-2rv53xe17yzvq.akamaized.net/Court_TV_US.m3u8
Court TV	US - Documentary	US	https://aegis-cloudfront-1.tubi.video/661c498b-4af0-4ba9-ae1c-4081340ee085/playlist.m3u8
Court TV	US - Documentary	US	https://content.uplynk.com/channel/6c0bd0f94b1d4526a98676e9699a10ef.m3u8
Court TV (1080p)	US - Documentary	US	https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-courttv-tablo/playlist.m3u8
Crime 360	US - Documentary	US	https://94a3e237.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0NyaW1lMzYwX0hMUw/playlist.m3u8
Crime 360	US - Documentary	US	https://jmp2.uk/plu-6578848a6e4f6a0008741910.m3u8
Crime 360	US - Documentary	US	https://jmp2.uk/plu-6578875614fbe400086e319e.m3u8
Crime 360 (720p)	US - Documentary	US	https://jmp2.uk/plu-657880c46e4f6a00087404d0.m3u8
DangerTV (720p)	US - Documentary	US	https://dk0n7jh428tzj.cloudfront.net/v1/dangertv/samsungheadend_us/latest/main/hls/playlist.m3u8
Deadly Women	US - Documentary	US	https://jmp2.uk/plu-5ca1df0d50be2571e393ad31.m3u8
Deadly Women (1080p)	US - Documentary	US	https://d1mgh147xpmgs8.cloudfront.net/DeadlyWomen_GB.m3u8
Detetives Médicos	US - Documentary	US	https://jmp2.uk/plu-638df93ae2f2a3000737c168.m3u8
Documentary+	US - Documentary	US	https://d1kx9y4yhe8h6h.cloudfront.net/playlist.m3u8
Documentary+ (1080p)	US - Documentary	US	https://ef79b15c8c7c46c7a9de9d33001dbd07.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-859-DOCUMENTARYPLUS-DOCUMENTARYPLUS/mt/documentaryplus/859/hls/master/playlist.m3u8
Documentary+ International (1080p)	US - Documentary	US	https://1d153317c8db4250b3789601274e2402.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-887-DOCUMENTARYINTERNATIONAL-DOCUMENTARYPLUS/mt/documentaryplus/887/hls/master/playlist.m3u8
Dossiers FBI	US - Documentary	US	https://jmp2.uk/plu-5f8edad922b10b000753bc37.m3u8
FBI Files	US - Documentary	US	https://jmp2.uk/plu-62bdaa32a1b2fd00076693e8.m3u8
FBI Files	US - Documentary	US	https://jmp2.uk/plu-61814659533163000748aa04.m3u8
FBI Files	US - Documentary	US	https://jmp2.uk/plu-61815067b9802500076e16e0.m3u8
FBI Files	US - Documentary	US	https://jmp2.uk/plu-61814b9a9704450007e52316.m3u8
FBI Files	US - Documentary	US	https://jmp2.uk/plu-5cb6f6f9a461406ffe4022cf.m3u8
Forensic Files	US - Documentary	US	https://jmp2.uk/plu-62e92392a3e6270007f562e8.m3u8
Forensic Files	US - Documentary	US	https://jmp2.uk/plu-6181241c1a35d50007874c27.m3u8
Forensic Files	US - Documentary	US	https://jmp2.uk/plu-64ec5cf50f73a800081310a5.m3u8
Forensic Files	US - Documentary	US	https://jmp2.uk/plu-6181262dc68b92000780fed2.m3u8
Forensic Files	US - Documentary	US	https://jmp2.uk/plu-618124b2e53c8d00077b37f8.m3u8
Forensic Files	US - Documentary	US	https://jmp2.uk/plu-5bb1af6a268cae539bcedb0a.m3u8
Get.Factual (720p)	US - Documentary	US	https://d1nhni5l2n8hjt.cloudfront.net/gf.m3u8
History 2 Latin America	US - Documentary	US	http://45.190.28.50/H2_HD/index.m3u8
History 2 Latin America	US - Documentary	US	http://190.93.224.42/HISTORY-2/index.m3u8
History 2 Latin America Brazil (720p)	US - Documentary	US	http://45.177.114.114/HISTORY_2/index.m3u8
History Asia (720p)	US - Documentary	US	https://freem3u.xyz/api/live/play.m3u8?vid=9856
History Latin America	US - Documentary	US	http://190.93.224.42/HISTORY/index.m3u8
Ink Master	US - Documentary	US	https://jmp2.uk/plu-655f2d713944b60008bc7e90.m3u8
Ink Master	US - Documentary	US	https://jmp2.uk/plu-60807fd5db701400078219c2.m3u8
KPVM Story Television	US - Documentary	US	https://2-fss-1.streamhoster.com/pl_122/206858-4412976-1/playlist.m3u8
KTOO 360TV 3 (FNX)	US - Documentary	US	https://api.v3.invintus.com/StreamURI/persis/2147483647/KTOO360TV.stream/media.m3u8
Law & Crime	US - Documentary	US	https://cdn.lawandcrime.net/rewind/playlist.m3u8
Law & Crime (720p)	US - Documentary	US	https://a-cdn.klowdtv.com/live3/law_720p/playlist.m3u8
Lucky Dog (720p)	US - Documentary	US	https://d3j95sejv6mybj.cloudfront.net/Lucky_Dog.m3u8
MagellanTV Now	US - Documentary	US	https://amg00376-magellan-amg00376c5-samsung-nz-1714.playouts.now.amagi.tv/playlist/amg00376-magellantv-magellantvnowww-samsungnz/playlist.m3u8
MagellanTV Now	US - Documentary	US	https://pb-5evqkeieu3o6d.akamaized.net/Magellan_TV_Now.m3u8
MagellanTV Now (1080p)	US - Documentary	US	https://amg00376-magellan-amg00376c5-samsung-au-1708.playouts.now.amagi.tv/playlist/amg00376-magellantv-magellantvnowww-samsungau/playlist.m3u8
Mystery Science Theater 3000	US - Documentary	US	https://mst3k-vizio.amagi.tv/playlist.m3u8
Mystery Science Theater 3000 (1080p)	US - Documentary	US	https://d1c73nj8qxp55a.cloudfront.net/Mystery_Science_Theater_3000.m3u8
National Geographic Latin America	US - Documentary	US	http://45.162.193.35/NATGEO/index.m3u8
National Geographic Latin America	US - Documentary	US	http://190.93.224.42/NAT-GEO/index.m3u8
On the Case	US - Documentary	US	https://jmp2.uk/plu-62cd971cec90c20007081050.m3u8
On The Case	US - Documentary	US	https://jmp2.uk/plu-62cd9f1cda044a00077b8f41.m3u8
On The Case	US - Documentary	US	https://jmp2.uk/plu-62cdad7b5c38c00007f566c2.m3u8
On The Case	US - Documentary	US	https://jmp2.uk/plu-615af74dfe3d8e0007524511.m3u8
PBS	US - Documentary	US	https://pbs.lls.cdn.pbs.org/pst/index.m3u8
PBS Antiques Road Trip (1080p)	US - Documentary	US	https://amg02333-pbs-amg02333c1-samsung-au-1253.playouts.now.amagi.tv/PBSD-AntiquesRoadTripSF-samsung/playlist.m3u8
PBS Antiques Roadshow	US - Documentary	US	https://amg02333-pbs-amg02333c8-firetv-us-4239.playouts.now.amagi.tv/playlist.m3u8
PBS Antiques Roadshow	US - Documentary	US	https://jmp2.uk/plu-636c2b3c55d2e700074105c4.m3u8
PBS Antiques Roadshow	US - Documentary	US	https://pb-ft51qiiwihqtb.akamaized.net/PBS_Antiques_Roadshow.m3u8
PBS KET KY (480p)	US - Documentary	US	https://2-fss-2.streamhoster.com/pl_132/amlst:200914-1315486/playlist.m3u8
PBS KET Louisville KY (WKMJ-TV) (720p)	US - Documentary	US	https://2-fss-1.streamhoster.com/pl_134/amlst:200914-1282960/playlist.m3u8
PBS KET World (480p)	US - Documentary	US	https://2-fss-1.streamhoster.com/pl_122/amlst:200914-2942150/playlist.m3u8
PBS KET2 (720p)	US - Documentary	US	https://2-fss-2.streamhoster.com/pl_140/amlst:200914-1315484/playlist.m3u8
PBS Kids (720p)	US - Documentary	US	https://livestream.pbskids.org/out/v1/14507d931bbe48a69287e4850e53443c/est.m3u8
PBS Kids Alaska (1080p)	US - Documentary	US	https://livestream.pbskids.org/out/v1/94b88ad58fc14f84a9382341f1c00b82/akst.m3u8
PBS Kids Eastern/Central (720p)	US - Documentary	US	https://2-fss-2.streamhoster.com/pl_140/amlst:200914-1298290/playlist.m3u8
PBS Kids Hawaii (720p)	US - Documentary	US	https://livestream.pbskids.org/out/v1/aa31792fee094b24b09045483f04d150/hast.m3u8
PBS Kids Mountain (1080p)	US - Documentary	US	https://livestream.pbskids.org/out/v1/3fe3030a2c8045a3932f4289d9eba3e6/mst.m3u8
PBS Kids Pacific (1080p)	US - Documentary	US	https://livestream.pbskids.org/out/v1/11f2e6b73eaa4887b3746cb863960e79/pst.m3u8
PBS MPT Baltimore MD (WMPB) (1080p)	US - Documentary	US	https://2-fss-2.streamhoster.com/pl_138/amlst:201814-1291584/playlist.m3u8
PBS National East (1080p) [Geo-blocked]	US - Documentary	US	https://pbs.lls.cdn.pbs.org/est/index.m3u8
PBS Nature	US - Documentary	US	https://amg02333-pbs-amg02333c11-firetv-us-4242.playouts.now.amagi.tv/playlist.m3u8
PBS Nature	US - Documentary	US	https://jmp2.uk/plu-640a64bd73e013000893d4e0.m3u8
PBS Nature	US - Documentary	US	https://amg01597-wnetnewyorkpubl-pbsnature-xumo-8xorq.amagi.tv/playlist.m3u8
PBS Nature (1080p)	US - Documentary	US	https://d3mr43kyql7wgk.cloudfront.net/PBS_Nature.m3u8
PBS Sedalia British Columbia MO (KMOS) (1080p) [Geo-blocked]	US - Documentary	US	https://hls-kmosdt.lls.cdn.pbs.org/hls/live/index.m3u8
PBS Travel (1080p)	US - Documentary	US	https://d3hqevbyoxtkoi.cloudfront.net/PBS_Travel.m3u8
Pluto TV Aliens	US - Documentary	US	https://jmp2.uk/plu-6806d65e84f24b70109485fa.m3u8
Pluto TV Animais	US - Documentary	US	https://jmp2.uk/plu-6474aa984cfc2c0008883a92.m3u8
Pluto TV History	US - Documentary	US	https://jmp2.uk/plu-5a4d35dfa5c02e717a234f86.m3u8
Pluto TV Investigação	US - Documentary	US	https://jmp2.uk/plu-5f32cf37c9ff2b00082adbc8.m3u8
Pluto TV Mi Obsesión Favorita	US - Documentary	US	https://jmp2.uk/plu-6109ab25b84d6a0007504886.m3u8
Pluto TV Naturaleza	US - Documentary	US	https://jmp2.uk/plu-5dd85eac039bba0009e86d1d.m3u8
Pluto TV Negócio Fechado	US - Documentary	US	https://jmp2.uk/plu-64ad7394798def00087b2bfe.m3u8
Pluto TV Paranormal	US - Documentary	US	https://jmp2.uk/plu-62e92a58f3e4290007290c96.m3u8
Pluto TV Paranormal	US - Documentary	US	https://jmp2.uk/plu-5adf96e3e738977e2c31cb04.m3u8
Pluto TV Policial	US - Documentary	US	https://jmp2.uk/plu-678fdf9e3de7c8cf948e8824.m3u8
Pluto TV Science	US - Documentary	US	https://jmp2.uk/plu-563a970aa1a1f7fe7c9daad7.m3u8
Pluto TV True Crime	US - Documentary	US	https://jmp2.uk/plu-62e9289f8d467f0007fbc701.m3u8
Pluto TV True Crime	US - Documentary	US	https://jmp2.uk/plu-5812be1c249444e05d09cc50.m3u8
Pluto TV Turbo	US - Documentary	US	https://jmp2.uk/plu-6014761dfb91870008ea6463.m3u8
Samsung Wild Life (720p) [Geo-blocked]	US - Documentary	US	https://pb-olm46bexcljjf.akamaized.net/Samsung_Wild_Life.m3u8
Sensing Murder	US - Documentary	US	https://jmp2.uk/plu-5e9ed47c26ebb000074af566.m3u8
Smithsonian Channel Pluto TV	US - Documentary	US	https://jmp2.uk/plu-6298bd10d88ef000073f16b7.m3u8
Smithsonian Channel Pluto TV	US - Documentary	US	https://jmp2.uk/plu-63a084934734f30007457b2c.m3u8
Smithsonian Channel Selects	US - Documentary	US	https://jmp2.uk/plu-5f21ea08007a49000762d349.m3u8
Spike Pluto TV	US - Documentary	US	https://jmp2.uk/plu-5812bcc8237a6ff45d16c407.m3u8
Teen Mom	US - Documentary	US	https://jmp2.uk/plu-6127e12ed140e900077e7b6f.m3u8
The Nest (1080p)	US - Documentary	US	https://fast-channels.sinclairstoryline.com/THENEST/index.m3u8
True History (720p)	US - Documentary	US	https://linear-188.frequency.stream/dist/glewedtv/188/hls/master/playlist.m3u8
TVS Hollywood History (582p)	US - Documentary	US	https://rpn.bozztv.com/gusa/gusa-tvshollywoohistory/index.m3u8
